Country,low,medium,high
BE,0.288602367,0.465041806,0.641481246
BG,0.46765757,0.688783835,0.9099101
CZ,0.326472769,0.517242065,0.708011361
DK,0.159886782,0.352161265,0.544435749
DE,0.293889009,0.474796406,0.655703803
EE,0.042972289,0.24606851,0.449164731
IE,0.151808251,0.329822894,0.507837537
EL,0.336755029,0.535626504,0.73449798
ES,0.288348301,0.462371042,0.636393782
FR,0.220691689,0.405039504,0.589387319
HR,0.351884844,0.550706702,0.74952856
IT,0.360609967,0.542601946,0.724593926
CY,0.210560212,0.399226006,0.587891801
LV,0.18233717,0.400249953,0.618162736
LT,0.239915714,0.453124456,0.666333197
LU,0.244296848,0.409389837,0.574482826
HU,0.34247026,0.553658558,0.764846856
MT,0.419384752,0.577625336,0.73586592
NL,0.307834842,0.47812112,0.648407399
AT,0.242548841,0.426501887,0.610454934
PL,0.403227756,0.610921986,0.818616215
PT,0.257999641,0.434085555,0.610171469
RO,0.437202616,0.638250737,0.839298857
SI,0.305206891,0.488870929,0.672534968
SK,0.33804494,0.52965786,0.72127078
FI,-0.21707211,0.019877676,0.256827463
SE,-0.16870637,0.05873809,0.28618255
