Country,low,medium,high
BE,0.253688966,0.375951285,0.498213603
BG,0.244032538,0.367904261,0.491775984
CZ,0.241370365,0.365685784,0.490001202
DK,0.139868963,0.281101282,0.422333601
DE,0.252914516,0.375305909,0.497697303
EE,0.035656986,0.194257968,0.352858949
IE,0.15949644,0.297457513,0.435418586
EL,0.223025572,0.350398456,0.47777134
ES,0.255141061,0.377161363,0.499181666
FR,0.190377648,0.323191853,0.456006058
HR,0.220048778,0.347917795,0.475786811
IT,0.277696928,0.395957919,0.514218911
CY,0.16765237,0.304254121,0.440855872
LV,0.094760939,0.236267866,0.386466868
LT,0.130986986,0.273699634,0.416412283
LU,0.258117854,0.379642025,0.501166195
HU,0.198509377,0.329968294,0.46142721
MT,0.34616318,0.45301313,0.559863079
NL,0.284328159,0.401483945,0.518639731
AT,0.215789301,0.34436823,0.47294716
PL,0.241539776,0.365826959,0.490114143
PT,0.228132104,0.354653899,0.481175695
RO,0.267024033,0.387063841,0.507103648
SI,0.243621111,0.367561406,0.4915017
SK,0.241999606,0.366210151,0.490420696
FI,0.001036494,0.006617384,0.197452575
SE,0.002023032,0.045297279,0.233690399
