Country,low,medium,high
BE,0.064413836,0.527957572,0.825748366
BG,0.135214041,0.620023642,0.939080301
CZ,0.070193676,0.54193201,0.847917401
DK,-0.094530864,0.393011356,0.714800635
DE,0.066066397,0.531707887,0.831596435
EE,-0.239643253,0.268240467,0.610371245
IE,-0.080553677,0.397735095,0.710270926
EL,0.058341859,0.53641044,0.848726078
ES,0.065600352,0.52785535,0.824357405
FR,-0.022362259,0.454131238,0.764871794
HR,0.062390962,0.540881434,0.853618965
IT,0.117841615,0.580268691,0.876942825
CY,-0.04719025,0.434607813,0.750652933
LV,-0.124930054,0.374232625,0.715419439
LT,-0.066971999,0.43118247,0.763583996
LU,0.048719796,0.506569091,0.798665443
HU,0.038942072,0.526131071,0.847567129
MT,0.20517674,0.646856383,0.922783084
NL,0.100360433,0.556605264,0.847097152
AT,0.010071562,0.482600479,0.789376454
PL,0.10439858,0.583620613,0.897089704
PT,0.027970006,0.495167987,0.796613025
RO,0.142273539,0.614746678,0.921466874
SI,0.062772613,0.531022973,0.833520391
SK,0.075890819,0.547909604,0.854175446
FI,-0.38599132,0,0.38599132
SE,-0.363650557,0.051849055,0.431438216
