Country,low,medium,high
BE,0.072013114,0.521835828,0.810100176
BG,0.170755093,0.628192908,0.93944342
CZ,0.085180618,0.541889379,0.837039773
DK,-0.089884854,0.381653049,0.691632585
DE,0.081108722,0.532069181,0.821471273
EE,-0.242772882,0.253221341,0.587657197
IE,-0.076838019,0.384091736,0.683463125
EL,0.091284382,0.550716847,0.848590946
ES,0.073120771,0.521103654,0.807528171
FR,-0.010964183,0.450702464,0.750810745
HR,0.085393283,0.54662665,0.846301651
IT,0.132432514,0.581540469,0.869090058
CY,-0.054414385,0.414121444,0.721098906
LV,-0.128696618,0.355762854,0.684866109
LT,-0.05577371,0.422466823,0.739148989
LU,0.079333197,0.522068041,0.80324452
HU,0.08947162,0.558966598,0.866903209
MT,0.202062065,0.627638945,0.891657457
NL,0.098849725,0.541403661,0.82239923
AT,0.031102434,0.487528374,0.782395947
PL,0.113189303,0.577597743,0.880447815
PT,0.053629967,0.502792709,0.790397084
RO,0.196352381,0.645283351,0.932655955
SI,0.084244846,0.539606839,0.833410466
SK,0.120990942,0.574739987,0.866930665
FI,-0.371469711,0,0.37156778
SE,-0.362754713,0.019951081,0.393266672
