Country,C1 low,C1 medium,C1 high,C2 low,C2 medium,C2 high,C3 low,C3 medium,C3 high,C4 low,C4 medium,C4 high,C5 low,C5 medium,C5 high,C6 low,C6 medium,C6 high,C7 low,C7 medium,C7 high,C8 low,C8 medium,C8 high,C9 low,C9 medium,C9 high
BE,0.005136986,0.017123288,0.029109589,0.186885246,0.401639344,0.616393443,0.453559022,0.670881642,0.888204263,0.246963563,0.435222672,0.623481781,0.122289371,0.211073587,0.299857803,-0.151991026,0.185081324,0.522153674,-0.157330115,0.146669349,0.450668812,0.064335664,0.409090909,0.753846154,0.324693042,0.45361528,0.582537517
BG,0.364726027,0.466609589,0.568493151,-0.085245902,0.06147541,0.208196721,0.439877625,0.659480479,0.879083332,0.497975709,0.748987854,1,0.589050835,0.794525418,1,0.253505328,0.522994952,0.792484577,0.056890945,0.325186899,0.593482852,0.144055944,0.475524476,0.806993007,0.603001364,0.801500682,1
CZ,0.087328767,0.119863014,0.15239726,0.052459016,0.233606557,0.414754098,0.438762527,0.65855123,0.878339933,0.263157895,0.455465587,0.647773279,0.240312833,0.358602915,0.476892997,0.248457656,0.518788559,0.789119462,-0.144959603,0.156978109,0.45891582,-0.195804196,0.192307692,0.58041958,0.212824011,0.31377899,0.41473397
DK,0.070205479,0.098458904,0.126712329,0.137704918,0.340163934,0.542622951,0.251683369,0.502651932,0.753620495,-0.052631579,0.060728745,0.174089069,0.058656239,0.131532172,0.204408105,-0.04935502,0.270611329,0.590577678,-0.303865366,0.02455664,0.352978645,0.051748252,0.398601399,0.745454545,0.095497954,0.167121419,0.238744884
DE,0.035958904,0.055650685,0.075342466,0.442622951,0.721311475,1,0.460764271,0.676886017,0.893007763,0.036437247,0.172064777,0.307692308,0.154639175,0.251510843,0.34838251,-0.374088615,0,0.374088615,-0.296523517,0.030674847,0.357873211,0.198601399,0.520979021,0.843356643,0.261937244,0.375170532,0.48840382
EE,0.070205479,0.098458904,0.126712329,-0.095081967,0.049180328,0.193442623,0.042302249,0.328167665,0.614033081,0.109311741,0.263157895,0.417004049,0.046214006,0.115979381,0.185744756,0.27201346,0.538418396,0.804823331,-0.168091455,0.137701566,0.443494586,0.11048951,0.447552448,0.784615385,0.207366985,0.306957708,0.406548431
IE,0.015410959,0.029965753,0.044520548,-0.13442623,0,0.13442623,0.290711804,0.535175628,0.779639452,-0.028340081,0.091093117,0.210526316,-0.046569499,0,0.046569499,0.078519349,0.377173303,0.675827257,0.057594958,0.325773576,0.593952194,0.152447552,0.482517483,0.812587413,0.182810368,0.276261937,0.369713506
EL,0.203767123,0.265410959,0.327054795,0.226229508,0.450819672,0.675409836,0.433787474,0.654405352,0.875023231,0.287449393,0.48582996,0.684210526,0.284393886,0.41370423,0.543014575,0.482333146,0.713684801,0.945036455,-0.272687653,0.050538067,0.373763787,0.072727273,0.416083916,0.759440559,0.234652115,0.34106412,0.447476126
ES,0.025684932,0.042808219,0.059931507,0.11147541,0.307377049,0.503278689,0.457290312,0.673991051,0.89069179,-0.012145749,0.111336032,0.234817814,0.104870245,0.18929968,0.273729115,0.243409983,0.514582165,0.785754347,-0.184987764,0.123621308,0.43223038,0.072727273,0.416083916,0.759440559,0.158253752,0.245566166,0.332878581
FR,0.053082192,0.077054795,0.101027397,0.13442623,0.336065574,0.537704918,0.344794064,0.580244178,0.815694292,0.117408907,0.273279352,0.429149798,0.098115891,0.180856737,0.263597583,0.063376332,0.364554122,0.665731913,-0.141338965,0.159995307,0.461329579,0.173426573,0.5,0.826573427,0.272851296,0.388813097,0.504774898
HR,0.224315068,0.29109589,0.357876712,-0.131147541,0.004098361,0.139344262,0.415345466,0.639037013,0.862728559,0.368421053,0.587044534,0.805668016,0.301457519,0.435033772,0.568610025,0.445316882,0.682837914,0.920358946,0.295551309,0.524070535,0.752589762,0.261538462,0.573426573,0.885314685,-0.038199181,0,0.038199181
IT,0.303082192,0.389554795,0.476027397,0.196721311,0.413934426,0.631147541,0.500779139,0.71023174,0.919684341,0.149797571,0.313765182,0.477732794,0.237824387,0.355492357,0.473160327,0.002804262,0.314077398,0.625350533,0.067249992,0.333819437,0.600388883,0.072727273,0.416083916,0.759440559,0.41473397,0.566166439,0.717598909
CY,-0.008561644,0,0.008561644,0.160655738,0.368852459,0.57704918,0.28389255,0.529492916,0.775093282,0.238866397,0.425101215,0.611336032,0.093849982,0.175524351,0.25719872,0.468872686,0.702467751,0.936062815,-0.16457139,0.140634953,0.445841295,0.068531469,0.412587413,0.756643357,0.212824011,0.31377899,0.41473397
LV,0.505136986,0.642123288,0.779109589,0.075409836,0.262295082,0.449180328,0.146649702,0.415123876,0.68359805,0.465587045,0.708502024,0.951417004,0.19907572,0.307056523,0.415037327,0.265283231,0.532809871,0.800336511,-0.071038251,0.218579235,0.508196721,0.043356643,0.391608392,0.73986014,0.207366985,0.306957708,0.406548431
LT,0.279109589,0.359589041,0.440068493,0.101639344,0.295081967,0.48852459,0.251340262,0.50236601,0.753391757,0.368421053,0.587044534,0.805668016,0.214006399,0.325719872,0.437433345,0.191250701,0.471116096,0.750981492,-0.060276912,0.227547018,0.515370948,0.4,0.688811189,0.977622378,0.010914052,0.061391542,0.111869031
LU,0.032534247,0.051369863,0.070205479,0.255737705,0.487704918,0.719672131,0.483538006,0.69586413,0.908190253,0.206477733,0.384615385,0.562753036,0.046569499,0.116423747,0.186277995,-0.04935502,0.270611329,0.590577678,-0.304871099,0.023718529,0.352308156,0.135664336,0.468531469,0.801398601,0.291950887,0.412687585,0.533424284
HU,0.505136986,0.642123288,0.779109589,0.045901639,0.225409836,0.404918033,0.400934967,0.627028263,0.85312156,0.222672065,0.4048583,0.587044534,0.40881621,0.569232137,0.729648063,0.206393718,0.483735278,0.761076837,-0.102417111,0.192430185,0.487277482,-0.426573427,0,0.426573427,0.174624829,0.266030014,0.357435198
MT,0.018835616,0.034246575,0.049657534,0.403278689,0.672131148,0.940983607,0.621252627,0.810626313,1,-0.101214575,0,0.101214575,0.089939566,0.170636331,0.251333096,0.564778463,0.782389232,1,0.666666667,0.833333333,1,0.11048951,0.447552448,0.784615385,0.185538881,0.279672578,0.373806276
NL,0.008561644,0.02140411,0.034246575,0.406557377,0.676229508,0.945901639,0.500736251,0.710196,0.919655749,-0.052631579,0.060728745,0.174089069,0.084962673,0.164415215,0.243867757,-0.123387549,0.208917555,0.541222658,-0.333333333,0,0.333333333,0.274125874,0.583916084,0.893706294,0.360163711,0.497953615,0.63574352
AT,0.121575342,0.162671233,0.203767123,0.170491803,0.381147541,0.591803279,0.401235186,0.627278446,0.853321706,0.141700405,0.303643725,0.465587045,0.119800924,0.207963029,0.296125133,-0.209197981,0.137408861,0.484015704,-0.288779376,0.037128298,0.363035972,-0.065734266,0.300699301,0.667132867,0.237380628,0.344474761,0.451568895
PL,0.309931507,0.398116438,0.48630137,0.003278689,0.172131148,0.340983607,0.435417233,0.655763485,0.876109737,0.319838057,0.526315789,0.732793522,0.39815144,0.555901173,0.713650907,0.201346046,0.479528884,0.757711722,-0.063495256,0.224865064,0.513225385,-0.040559441,0.321678322,0.683916084,0.043656207,0.102319236,0.160982265
PT,0.135273973,0.179794521,0.224315068,0.350819672,0.606557377,0.862295082,0.436575219,0.656728474,0.876881728,0.157894737,0.32388664,0.489878543,0.073231426,0.149751155,0.226270885,0.246775098,0.517386427,0.787997757,-0.184585471,0.123956552,0.432498575,0.433566434,0.716783217,1,0.171896317,0.262619372,0.353342428
RO,0.65239726,0.82619863,1,0.324590164,0.573770492,0.82295082,0.546541051,0.748366667,0.950192283,0.473684211,0.718623482,0.963562753,0.36651262,0.516352648,0.666192677,0.526079641,0.750140213,0.974200785,0.267390794,0.50060344,0.733816085,-0.074125874,0.293706294,0.661538462,0.242837653,0.351296044,0.459754434
SI,0.16609589,0.218321918,0.270547945,0.019672131,0.192622951,0.36557377,0.441721826,0.661017313,0.880312799,0.165991903,0.334008097,0.502024291,0.221827231,0.335495912,0.449164593,-0.162086371,0.176668536,0.515423444,0.08937611,0.35225787,0.615139629,0.26993007,0.58041958,0.890909091,0.136425648,0.218281037,0.300136426
SK,0.118150685,0.158390411,0.198630137,0.016393443,0.18852459,0.360655738,0.473030351,0.68710775,0.901185149,0.157894737,0.32388664,0.489878543,0.280838962,0.409260576,0.53768219,0.497476164,0.726303982,0.9551318,0.027020685,0.300295015,0.573569345,-0.162237762,0.22027972,0.602797203,0.084583902,0.153478854,0.222373806
FI,-0.001712329,0.008561644,0.018835616,-0.019672131,0.143442623,0.306557377,-0.351498949,0,0.351498949,0.093117409,0.24291498,0.392712551,-0.031283327,0.019107714,0.069498756,0.06505889,0.365956254,0.666853617,-0.178148781,0.12932046,0.436789701,0.223776224,0.541958042,0.86013986,0.084583902,0.153478854,0.222373806
SE,0.063356164,0.08989726,0.116438356,0.009836066,0.180327869,0.350819672,-0.302220189,0.041065634,0.384351456,-0.093117409,0.010121457,0.113360324,-0.036615713,0.012442232,0.061500178,-0.051037577,0.269209198,0.589455973,-0.288779376,0.037128298,0.363035972,0.148251748,0.479020979,0.80979021,0.182810368,0.276261937,0.369713506
