Country,low,medium,high
BE,0.286354397,0.452545016,0.618735634
BG,0.487830049,0.702800764,0.91777148
CZ,0.332306457,0.511116283,0.689926108
DK,0.150591081,0.327645423,0.504699765
DE,0.29860766,0.468681978,0.638756296
EE,0.043341607,0.235981903,0.428622199
IE,0.136078007,0.296718023,0.457358039
EL,0.351500626,0.535465417,0.719430208
ES,0.28465497,0.447432564,0.610210158
FR,0.222696883,0.395063023,0.567429163
HR,0.358970072,0.543518973,0.728067874
IT,0.368467364,0.541863378,0.715259393
CY,0.193778427,0.370132441,0.546486455
LV,0.167536367,0.367718149,0.567899931
LT,0.227148118,0.419106098,0.611064077
LU,0.269173505,0.425124145,0.581074784
HU,0.384193504,0.58450532,0.784817136
MT,0.389223778,0.532528199,0.675832619
NL,0.293521873,0.452274164,0.611026456
AT,0.253513992,0.424697403,0.595880814
PL,0.398593672,0.593974047,0.789354421
PT,0.264297151,0.425848321,0.587399492
RO,0.460027995,0.641558503,0.823089011
SI,0.326907231,0.503261193,0.679615156
SK,0.373950427,0.55253823,0.731126033
FI,-0.198774499,0.020453968,0.239682434
SE,-0.17909411,0.036151501,0.251397112
