Country,low,medium,high
BE,0.237614882,0.351467956,0.46532103
BG,0.246526694,0.345495004,0.460542668
CZ,0.229863151,0.34500818,0.460153209
DK,0.131854315,0.26333415,0.394813985
DE,0.241389638,0.354613586,0.467837534
EE,0.022161711,0.171923647,0.321685582
IE,0.152300908,0.280372978,0.408445048
EL,0.227256772,0.342836198,0.458415624
ES,0.239569666,0.353096943,0.466624219
FR,0.180634045,0.303983925,0.427333805
HR,0.217595195,0.334784884,0.451974572
IT,0.262353013,0.372083065,0.481813117
CY,0.148728372,0.277395864,0.406063356
LV,0.083316203,0.217479106,0.35812995
LT,0.131674565,0.263184358,0.394694152
LU,0.253320562,0.364556023,0.475791483
HU,0.210045684,0.328493624,0.446941564
MT,0.325467828,0.424678744,0.52388966
NL,0.262330544,0.372064341,0.481798138
AT,0.210202965,0.328624692,0.447046419
PL,0.228110586,0.343547709,0.458984833
PT,0.228717243,0.344053257,0.459389271
RO,0.286327206,0.392061559,0.497795913
SI,0.231413497,0.346300135,0.461186774
SK,0.24781571,0.359968646,0.472121582
FI,0.00095254,0.007996868,0.184146665
SE,0.000849952,0.021513861,0.201357754
