Country,low,medium,high
BE,0.253213663,0.375246915,0.497280167
BG,0.243575327,0.367214969,0.49085461
CZ,0.240918142,0.365000647,0.489083153
DK,0.13960691,0.280574621,0.421542332
DE,0.252440664,0.374602749,0.496764834
EE,0.03559018,0.193894013,0.352197845
IE,0.159197613,0.296900207,0.4346028
EL,0.222607719,0.349741962,0.476876204
ES,0.254663037,0.376454727,0.498246416
FR,0.190020964,0.322586332,0.455151701
HR,0.219636502,0.347265948,0.474895393
IT,0.277176644,0.395216066,0.513255488
CY,0.167338263,0.303684082,0.4400299
LV,0.094583398,0.235825203,0.385742798
LT,0.130741573,0.27318684,0.415632107
LU,0.257634254,0.37893074,0.500227227
HU,0.198137457,0.329350077,0.460562696
MT,0.345514621,0.45216438,0.558814139
NL,0.283795451,0.400731739,0.517668026
AT,0.215385006,0.343723034,0.472061062
PL,0.241087235,0.365141559,0.489195882
PT,0.227704684,0.353989432,0.480274181
RO,0.266523746,0.386338651,0.506153556
SI,0.243164671,0.366872755,0.490580839
SK,0.241546204,0.365524032,0.489501861
FI,0.000430049,0.006604986,0.197082635
SE,0.001586619,0.045212412,0.233252565
