Country,low,medium,high
BE,-0.065305147,0.077566297,0.220437742
BG,0.000522777,0.002037872,0.003552966
CZ,-0.007603651,0.005887522,0.019378694
DK,-0.104062478,0.219179149,0.542420776
DE,-0.114653732,0.037539868,0.189733468
EE,0.090304576,0.446642913,0.80298125
IE,-0.001788024,0.279561387,0.560910798
EL,-0.003771352,0.004456343,0.012684037
ES,0.003639714,0.128059265,0.252478815
FR,-0.02323428,0.109538589,0.242311459
HR,0.002844045,0.005213402,0.007582758
IT,-0.003418107,0.005370103,0.014158313
CY,-0.14493676,0.158094778,0.461126315
LV,-0.005491645,0.206748291,0.418988228
LT,-0.077767337,0.121915024,0.321597386
LU,0.070149694,0.189161858,0.308174021
HU,-0.004671706,0.007252362,0.01917643
MT,-0.034710081,0.089157672,0.213025426
NL,-0.021065129,0.114593355,0.250251839
AT,-0.075293053,0.072379244,0.22005154
PL,-0.001171561,0.003237577,0.007646715
PT,0.015216118,0.138296836,0.261377553
RO,-0.000911028,0.000644429,0.002199885
SI,-0.001586753,0.008428709,0.018444172
SK,-0.000308289,0.005914673,0.012137634
FI,0.561334833,1,1.438665167
SE,0.497994599,0.910240038,1.322485477
