Country,low,medium,high
BE,1.018259514,0.742815157,0.467370799
BG,0.726294357,0,-0.726294357
CZ,1.159967373,0.560699326,-0.038568721
DK,1.002812893,0.998946202,0.995079512
DE,1.018622525,0.738737432,0.458852339
EE,1.001850297,0.993613713,0.985377128
IE,1.01503566,0.99297641,0.970917161
EL,1.248487255,0.625249095,0.002010934
ES,1.020988684,0.735359176,0.449729668
FR,1.31105254,0.983846847,0.656641154
HR,1.165162757,0.513816269,-0.137530218
IT,1.158346,0.618292444,0.078238889
CY,0.997218355,0.981883832,0.966549309
LV,1.129953983,0.797305626,0.464657269
LT,1.16635272,0.851998205,0.53764369
LU,1.000911098,0.725024988,0.449138878
HU,1.147748286,0.458123672,-0.231500941
MT,0.549527591,0.328384277,0.107240964
NL,0.870553315,0.614493917,0.358434519
AT,1.191897438,0.89043012,0.588962803
PL,0.923956326,0.245279167,-0.433397991
PT,1.134979821,0.830621439,0.526263056
RO,0.836430724,0.189959414,-0.456511895
SI,1.325997753,0.762484091,0.198970429
SK,1.168669293,0.557896107,-0.052877079
FI,1.001735665,0.999185882,0.996636099
SE,1.003756342,0.996585493,0.989414645
