Country,AS crisp
BE,0.410190727
BG,0.001018936
CZ,0.283293424
DK,0.609062676
DE,0.38813865
EE,0.720128313
IE,0.636268898
EL,0.314852719
ES,0.43170922
FR,0.546692718
HR,0.259514835
IT,0.311831274
CY,0.569989305
LV,0.502026959
LT,0.486956615
LU,0.457093423
HU,0.232688017
MT,0.208770975
NL,0.364543636
AT,0.481404682
PL,0.124258372
PT,0.484459137
RO,0.095301921
SI,0.3854564
SK,0.28190539
FI,0.999592941
SE,0.953412766
