,low,medium,high
C1,4.343703704,5.42962963,6.515555556
C2,12.8562963,16.07037037,19.28444444
C3,668.8948148,836.1185185,1003.342222
C4,4.586666667,5.733333333,6.88
C5,675.0518519,843.8148148,1012.577778
C6,29.78962963,37.23703704,44.68444444
C7,60.20533333,75.25666667,90.308
C8,14.5837037,18.22962963,21.87555556
C9,8.678518519,10.84814815,13.01777778
