Country,low,medium,high
BE,-0.02166447,0.161599262,0.344862995
BG,0.220409851,0.699587928,1.178766005
CZ,-0.135711726,0.242122995,0.619957717
DK,-0.001423598,0.000683418,0.002790434
DE,-0.007059081,0.175827903,0.358714888
EE,-0.00153397,0.00356606,0.00866609
IE,-0.005110685,0.004504635,0.014119954
EL,-0.059649562,0.344792009,0.749233581
ES,-0.017912352,0.167379099,0.35267055
FR,-0.213469852,0.003157172,0.219784196
HR,-0.045234315,0.377478679,0.800191672
IT,-0.059307067,0.300390879,0.660088826
CY,0.004086153,0.008249496,0.012412838
LV,-0.121585353,0.074977367,0.271540087
LT,-0.110491323,0.085039036,0.280569395
LU,0.030855466,0.206615623,0.382375779
HU,-0.041619873,0.388104082,0.817828037
MT,0.299984844,0.442078689,0.584172534
NL,0.064828763,0.236091279,0.407353795
AT,-0.113578356,0.084596232,0.28277082
PL,0.019318217,0.449653106,0.879987995
PT,-0.05065041,0.142241979,0.335134369
RO,0.196268569,0.585279933,0.974291297
SI,-0.189677986,0.174591235,0.538860456
SK,-0.055061658,0.321862346,0.69878635
FI,-0.001520099,0.000172858,0.001865816
SE,-0.002873029,0.001064156,0.005001341
