Country,AS crisp
BE,0.41254252
BG,0.000713719
CZ,0.329258532
DK,0.616596911
DE,0.394283012
EE,0.743921162
IE,0.637459457
EL,0.255606801
ES,0.426714821
FR,0.541768518
HR,0.23232051
IT,0.286645581
CY,0.589176468
LV,0.55845918
LT,0.494803431
LU,0.419882852
HU,0.224713353
MT,0.235396915
NL,0.386491869
AT,0.482072146
PL,0.180029257
PT,0.460500112
RO,0.082012032
SI,0.378977434
SK,0.272154455
FI,0.999876457
SE,0.976273056
