Country,low,medium,high
BE,1.030967472,0.769007932,0.507048391
BG,0.684943319,-2.22E-16,-0.684943319
CZ,1.19398809,0.65390627,0.11382445
DK,1.002034909,0.999023114,0.996011318
DE,1.010090341,0.748669329,0.487248317
EE,1.002192676,0.994902628,0.987612579
IE,1.007305278,0.993561017,0.979816756
EL,1.085263853,0.507149858,-0.070964136
ES,1.025604147,0.760746159,0.495888171
FR,1.305136557,0.995487097,0.685837637
HR,1.064658513,0.460427112,-0.143804289
IT,1.084774286,0.570617406,0.056460525
CY,0.9941592,0.988208065,0.982256929
LV,1.17379567,0.892826385,0.6118571
LT,1.157937721,0.878444106,0.598950491
LU,0.9558948,0.704660966,0.453427133
HU,1.059491983,0.445239023,-0.169013937
MT,0.571197797,0.368087024,0.164976251
NL,0.90733293,0.662528083,0.417723236
AT,1.162350365,0.879077055,0.595803745
PL,0.972386292,0.357260055,-0.257866181
PT,1.072400348,0.796677481,0.520954614
RO,0.719451178,0.163393321,-0.392664537
SI,1.271128158,0.750437039,0.22974592
SK,1.078705844,0.539925815,0.001145785
FI,1.002172849,0.999752914,0.997332979
SE,1.004106744,0.998478881,0.992851018
