Country,low,medium,high
BE,0.278153942,0.439643278,0.601132615
BG,0.492935386,0.707163695,0.921392004
CZ,0.340185647,0.518613356,0.697041064
DK,0.141088682,0.311194349,0.481300016
DE,0.29410263,0.46028431,0.62646599
EE,0.030611239,0.21392615,0.397241061
IE,0.131199698,0.286781905,0.442364111
EL,0.465640332,0.675741457,0.885842583
ES,0.278757453,0.437954061,0.59715067
FR,0.21555505,0.382413697,0.549272344
HR,0.371351816,0.55701106,0.742670304
IT,0.358608036,0.527612106,0.696616177
CY,0.193382503,0.365578891,0.537775279
LV,0.162469265,0.355873549,0.549277832
LT,0.209618823,0.394226605,0.578834386
LU,0.256139662,0.406466197,0.556792731
HU,0.398937146,0.600320892,0.801704638
MT,0.376491591,0.516688711,0.656885831
NL,0.283555959,0.437715468,0.591874976
AT,0.242058822,0.407545492,0.573032163
PL,0.416110973,0.613348054,0.810585135
PT,0.258745672,0.416111707,0.573477741
RO,0.472693727,0.656626792,0.840559856
SI,0.31782299,0.490366625,0.66291026
SK,0.376915582,0.555658259,0.734400936
FI,-0.195353943,0.01491765,0.225189244
SE,-0.176068119,0.030463653,0.236995424
