Country,low,medium,high
BE,0.074844333,0.521170753,0.80060256
BG,0.206857399,0.658301738,0.942851464
CZ,0.095204942,0.550350637,0.83860172
DK,-0.087660319,0.379379969,0.679525645
DE,0.085594745,0.533420446,0.814351534
EE,-0.242020945,0.248416282,0.571958895
IE,-0.07253528,0.384743657,0.675127981
EL,0.174616429,0.619207863,0.921472097
ES,0.07698386,0.521972205,0.800065937
FR,-0.007672553,0.450139452,0.741056844
HR,0.097427376,0.557766105,0.851210221
IT,0.134522528,0.58027076,0.859124379
CY,-0.048110549,0.417176436,0.715568807
LV,-0.122110827,0.355533991,0.674881176
LT,-0.057149252,0.416412709,0.723080056
LU,0.080006889,0.518832228,0.790762955
HU,0.102558707,0.571140997,0.872828674
MT,0.202884831,0.625676126,0.881572808
NL,0.10089802,0.540003486,0.812214339
AT,0.032470073,0.484955119,0.770545552
PL,0.127523003,0.591369531,0.888321446
PT,0.057646064,0.503544463,0.782548249
RO,0.20852804,0.657139423,0.938856193
SI,0.086675085,0.538939214,0.82430873
SK,0.128817651,0.581243094,0.866773925
FI,-0.363400794,0,0.363400794
SE,-0.354753285,0.022441155,0.385145354
