,low,medium,high
C1,4.077037037,5.096296296,6.115555556
C2,12.74666667,15.93333333,19.12
C3,668.8948148,836.1185185,1003.342222
C4,4.328888889,5.411111111,6.493333333
C5,689.8962963,862.3703704,1034.844444
C6,30.18074074,37.72592593,45.27111111
C7,60.97392593,76.21740741,91.46088889
C8,14.4237037,18.02962963,21.63555556
C9,8.237037037,10.2962963,12.35555556
