Country,low,medium,high
BE,-0.07598916,0.103913499,0.283816157
BG,0.000303242,0.00188502,0.003466798
CZ,-0.008548188,0.007027405,0.022602997
DK,-0.043581764,0.341733986,0.727049736
DE,-0.124888892,0.062821839,0.25053257
EE,0.231973284,0.66385456,1.095735836
IE,0.056247249,0.397545031,0.738842812
EL,-0.004085499,0.004860105,0.013805708
ES,-0.055458769,0.114656661,0.284772091
FR,-0.030452729,0.136844818,0.304142365
HR,0.002461327,0.00495316,0.007444993
IT,-0.003238346,0.004702796,0.012643938
CY,-0.173304568,0.209739382,0.592783332
LV,-0.161073218,0.283442849,0.727958916
LT,-0.269707931,0.143121142,0.555950216
LU,0.064926422,0.218858253,0.372790083
HU,-0.00710251,0.00621627,0.019535051
MT,-0.018097955,0.136606802,0.291311559
NL,-0.004080207,0.162282765,0.328645736
AT,-0.051042075,0.12525635,0.301554776
PL,-0.001041451,0.003707792,0.008457034
PT,-0.003029886,0.155940005,0.314909895
RO,-0.000905048,0.000973896,0.00285284
SI,-0.002762834,0.009680209,0.022123252
SK,-0.001376416,0.004350265,0.010076946
FI,0.768282057,1.298145594,1.828009131
SE,0.72532934,1.239601717,1.753874093
