Country,low,medium,high
BE,1.025834896,0.783492991,0.541151086
BG,0.682542491,0,-0.682542491
CZ,1.187996805,0.652656014,0.117315224
DK,1.001766806,0.998758617,0.995750428
DE,1.008831392,0.763265705,0.517700019
EE,1.001989266,0.995242238,0.988495211
IE,1.006877434,0.994391434,0.981905434
EL,0.764200173,0.107882622,-0.54843493
ES,1.023530436,0.775334226,0.527138017
FR,1.2869582,0.996432599,0.705906998
HR,1.128945095,0.544049078,-0.040846939
IT,1.103643035,0.595607996,0.087572957
CY,0.998894976,0.987079626,0.975264277
LV,0.994760361,0.979830393,0.964900424
LT,1.008966748,0.991702072,0.974437396
LU,0.957813018,0.72178222,0.485751422
HU,1.003138923,0.379046784,-0.245045354
MT,0.601414249,0.410614222,0.219814194
NL,0.91334456,0.683626513,0.453908467
AT,1.152443886,0.886677309,0.620910731
PL,0.944008014,0.325919584,-0.292168847
PT,1.067572654,0.807734058,0.547895462
RO,0.696588326,0.130180978,-0.43622637
SI,1.266230004,0.746851569,0.227473134
SK,1.060126038,0.512039114,-0.036047811
FI,1.001492617,0.999266365,0.997040113
SE,1.003444401,0.998172033,0.992899665
