Country,low,medium,high
BE,0.239215876,0.353836066,0.468456256
BG,0.240486652,0.34782287,0.463645699
CZ,0.231411916,0.347332766,0.463253616
DK,0.132742719,0.265108435,0.397474151
DE,0.243016065,0.35700289,0.470989715
EE,0.022311031,0.173082029,0.323853026
IE,0.153327077,0.282262067,0.411197056
EL,0.228787976,0.345146149,0.461504322
ES,0.241183831,0.355476029,0.469768226
FR,0.181851116,0.306032099,0.430213082
HR,0.219061301,0.337040587,0.455019873
IT,0.264120687,0.374590075,0.485059463
CY,0.149730469,0.279264894,0.408799318
LV,0.086846788,0.218944431,0.360542947
LT,0.132561758,0.264957634,0.39735351
LU,0.255027378,0.367012317,0.478997257
HU,0.211460923,0.330706938,0.449952954
MT,0.327660755,0.427540132,0.527419508
NL,0.264098067,0.374571225,0.485044383
AT,0.211619264,0.330838889,0.450058515
PL,0.229647543,0.345862455,0.462077367
PT,0.230258287,0.346371409,0.46248453
RO,0.288256413,0.39470318,0.501149947
SI,0.232972708,0.348633426,0.464294144
SK,0.249485435,0.362394032,0.475302628
FI,0.000676726,0.005178605,0.185387403
SE,0.001042245,0.021658816,0.202714456
