Country,low,medium,high
BE,0.283871051,0.452868604,0.621866157
BG,0.482529449,0.699892164,0.917254879
CZ,0.332118508,0.514705563,0.697292618
DK,0.145454016,0.324985426,0.504516836
DE,0.292935666,0.465039606,0.637143546
EE,0.030021204,0.223475249,0.416929294
IE,0.134266953,0.298221362,0.462175772
EL,0.366100924,0.557218022,0.74833512
ES,0.272471868,0.436139392,0.599806916
FR,0.215825559,0.389882925,0.563940291
HR,0.381747764,0.575807243,0.769866722
IT,0.356482133,0.530323755,0.704165378
CY,0.173784704,0.348700155,0.523615607
LV,0.171642366,0.376330051,0.581017736
LT,0.226738366,0.42387275,0.621007135
LU,0.265988914,0.424678753,0.583368592
HU,0.374790489,0.576637292,0.778484095
MT,0.379841382,0.524098324,0.668355267
NL,0.286405518,0.446883799,0.60736208
AT,0.240847827,0.412843344,0.58483886
PL,0.399706563,0.599038704,0.798370845
PT,0.251622851,0.413490227,0.575357604
RO,0.455762867,0.639838214,0.823913561
SI,0.309895506,0.486084555,0.662273605
SK,0.362849279,0.542916476,0.722983673
FI,-0.206143888,0.016136467,0.238416823
SE,-0.186352254,0.031863888,0.250080029
