Country,C1 low,C1 medium,C1 high,C2 low,C2 medium,C2 high,C3 low,C3 medium,C3 high,C4 low,C4 medium,C4 high,C5 low,C5 medium,C5 high,C6 low,C6 medium,C6 high,C7 low,C7 medium,C7 high,C8 low,C8 medium,C8 high,C9 low,C9 medium,C9 high
BE,0.004012407,0.004115635,0.004218862,0.002491988,0.003109052,0.003726115,0.056147584,0.077027019,0.097906453,0.000997669,0.001192865,0.001388061,0.314984534,0.343223669,0.371462804,0.006485683,0.008546876,0.010608068,0.010687697,0.013593236,0.016498775,0.001084677,0.001615352,0.002146027,0.001975146,0.002339607,0.002704068
BG,0.001777308,0.002253052,0.002728796,0.003868515,0.004256157,0.0046438,0.060728423,0.082753067,0.104777711,8.68E-05,0.000433769,0.000780784,0,0.080736557,0.161473114,0.003533473,0.004856614,0.006179754,0.007878742,0.010082042,0.012285342,0.000734781,0.001177982,0.001621184,0,0.000693652,0.001387305
CZ,0.004066265,0.004160516,0.004254768,0.002966652,0.003504605,0.004042558,0.061101783,0.083219767,0.105337751,0.000997669,0.001192865,0.001388061,0.215712157,0.260496688,0.305281219,0.003135766,0.00435948,0.005583194,0.010544041,0.013413666,0.016283291,0.001912763,0.00265046,0.003388157,0.002521838,0.002795184,0.00306853
DK,0.003904692,0.004025872,0.004147052,0.001732525,0.002476166,0.003219807,0.123740085,0.161517645,0.199295204,0.001518192,0.001626634,0.001735077,0.365740336,0.38552017,0.405300005,0.005522008,0.007342282,0.009162557,0.012636113,0.016028756,0.019421399,0.001119666,0.001659089,0.002198512,0.002786366,0.003015624,0.003244882
DE,0.004147052,0.004227839,0.004308625,0,0.001032395,0.00206479,0.053735105,0.074011419,0.094287734,0.001344684,0.001482045,0.001619405,0.290850648,0.323112097,0.355373546,0.008520107,0.011089906,0.013659705,0.012450616,0.015796885,0.019143153,0.000828087,0.001294614,0.001761142,0.001657712,0.002075079,0.002492446
EE,0.003743118,0.003891227,0.004039336,0.004248246,0.0045726,0.004896954,0.193845586,0.249149521,0.304453455,0.001388061,0.001518192,0.001648323,0.382161331,0.399204333,0.416247335,0.002585095,0.003671141,0.004757187,0.010641671,0.013535704,0.016429736,0.001271288,0.001848616,0.002425944,0.002874542,0.003089104,0.003303666
IE,0.00444327,0.004474687,0.004506104,0.00405838,0.004414379,0.004770377,0.110672489,0.14518315,0.17969381,0.001474815,0.001590487,0.001706159,0.421472197,0.431963388,0.442454579,0.004420666,0.005965604,0.007510543,0.007651403,0.009797869,0.011944335,0.000991371,0.00149872,0.002006069,0.002451297,0.0027364,0.003021503
EL,0.003016038,0.003285327,0.003554616,0.001423993,0.002219056,0.003014119,0.062767542,0.085301966,0.10783639,0.000694031,0.000939833,0.001185636,0.030105157,0.105824188,0.181543219,0.001131935,0.001854691,0.002577447,0.012287434,0.015592908,0.018898381,0.001003034,0.001513299,0.002023564,0.001728252,0.002133863,0.002539473
ES,0.004362483,0.004407365,0.004452246,0.002586921,0.003188162,0.003789404,0.054898265,0.075465369,0.096032473,0.001322996,0.001463971,0.001604946,0.321453411,0.3486144,0.375775388,0.00376292,0.005143422,0.006523924,0.011146558,0.014166812,0.017187066,0.000688128,0.001119666,0.001551204,0.002627649,0.00288336,0.003139071
FR,0.004066265,0.004160516,0.004254768,0.002207189,0.002871719,0.003536249,0.092564534,0.122548206,0.152531877,0.001062734,0.001247086,0.001431438,0.333644755,0.358773853,0.383902951,0.004313591,0.005831761,0.007349931,0.01028323,0.013087652,0.015892074,0.000874739,0.00135293,0.001831121,0.001710617,0.002119167,0.002527716
HR,0.002881393,0.003173123,0.003464853,0.004153313,0.004493489,0.004833665,0.068942341,0.093020464,0.117098587,0.000433769,0.000722949,0.001012128,0.17043002,0.222761574,0.275093128,0.001850867,0.002753356,0.003655845,0.004212038,0.005498662,0.006785286,0.000793097,0.001250877,0.001708658,0.003632857,0.003721033,0.003809209
IT,0.003150682,0.003397531,0.003644379,0.003227718,0.00372216,0.004216602,0.040337229,0.057264074,0.074190919,0.000954292,0.001156718,0.001359143,0.239846043,0.28060826,0.321370477,0.005552601,0.007380523,0.009208446,0.007378039,0.009456164,0.011534288,0.000979708,0.001484141,0.001988574,0.00195751,0.002324911,0.002692312
CY,0.004389412,0.004429806,0.004470199,0.002183456,0.002851942,0.003520427,0.112955729,0.148037199,0.183118669,0.000824161,0.001048275,0.001272389,0.327424682,0.353590459,0.379756235,0.000718932,0.001338437,0.001957942,0.010592856,0.013474685,0.016356514,0.001177982,0.001731984,0.002285986,0.00195751,0.002324911,0.002692312
