Country,C1 low,C1 medium,C1 high,C2 low,C2 medium,C2 high,C3 low,C3 medium,C3 high,C4 low,C4 medium,C4 high,C5 low,C5 medium,C5 high,C6 low,C6 medium,C6 high,C7 low,C7 medium,C7 high,C8 low,C8 medium,C8 high,C9 low,C9 medium,C9 high
BE,0.904411765,0.927696078,0.950980392,0.538686131,0.655474453,0.772262774,0.110115274,0.152154179,0.194193084,0.491803279,0.606557377,0.721311475,0.69804742,0.768363552,0.838679684,0.501374382,0.651731721,0.80208906,0.562905058,0.703631322,0.844357587,0.2976,0.4472,0.5968,0.375,0.495471014,0.615942029
BG,0.389705882,0.49877451,0.607843137,0.849635036,0.91459854,0.979562044,0.121613833,0.166527378,0.211440922,0.073770492,0.258196721,0.442622951,0,0.186657369,0.373314737,0.280373832,0.375481034,0.470588235,0.431014899,0.538768624,0.646522349,0.1888,0.3112,0.4336,0,0.182971014,0.365942029
CZ,0.904411765,0.927696078,0.950980392,0.626277372,0.728467153,0.830656934,0.124783862,0.170489914,0.216195965,0.467213115,0.586065574,0.704918033,0.49790795,0.60158066,0.705253371,0.266080264,0.357614074,0.449147883,0.551880804,0.689851006,0.827821207,0.4992,0.6992,0.8992,0.673913043,0.744565217,0.815217391
DK,0.838235294,0.87254902,0.906862745,0.359124088,0.505839416,0.652554745,0.245648415,0.321570605,0.397492795,0.762295082,0.831967213,0.901639344,0.750348675,0.811947931,0.873547187,0.466190214,0.607751512,0.749312809,0.651433153,0.814291441,0.977149729,0.2528,0.3912,0.5296,0.690217391,0.758152174,0.826086957
DE,0.889705882,0.915441176,0.941176471,0.096350365,0.286861314,0.477372263,0.111037464,0.153306916,0.195576369,0.725409836,0.801229508,0.87704918,0.648535565,0.727103673,0.805671781,0.633315008,0.816657504,1,0.641210663,0.801513329,0.961815995,0.2336,0.3672,0.5008,0.385869565,0.504528986,0.623188406
EE,0.845588235,0.878676471,0.911764706,0.880291971,0.940145985,1,0.369740634,0.476685879,0.583631124,0.700819672,0.780737705,0.860655738,0.824965132,0.874128312,0.923291492,0.238592633,0.323254535,0.407916438,0.554553351,0.693191688,0.831830026,0.3424,0.5032,0.664,0.695652174,0.762681159,0.829710145
IE,0.963235294,0.976715686,0.990196078,0.880291971,0.940145985,1,0.222276657,0.292355908,0.362435159,0.836065574,0.893442623,0.950819672,0.89539749,0.932821943,0.970246397,0.311159978,0.413963716,0.516767455,0.41330928,0.516636601,0.619963921,0.2816,0.4272,0.5728,0.619565217,0.699275362,0.778985507
EL,0.602941176,0.676470588,0.75,0.376642336,0.520437956,0.664233577,0.146628242,0.197795389,0.248962536,0.393442623,0.524590164,0.655737705,0.421896792,0.538238029,0.654579265,0.130841121,0.188565146,0.24628917,0.629384646,0.786730808,0.944076969,0.2432,0.3792,0.5152,0.179347826,0.332427536,0.485507246
ES,0.919117647,0.93995098,0.960784314,0.62189781,0.724817518,0.827737226,0.108386167,0.149992795,0.191599424,0.725409836,0.801229508,0.87704918,0.728730823,0.793933054,0.859135286,0.317757009,0.422210005,0.526663002,0.578739894,0.723424868,0.868109842,0.192,0.3152,0.4384,0.467391304,0.572463768,0.677536232
FR,0.875,0.903186275,0.931372549,0.481751825,0.608029197,0.734306569,0.185504323,0.24639049,0.307276657,0.590163934,0.68852459,0.786885246,0.740585774,0.80381218,0.867038587,0.34524464,0.456569544,0.567894447,0.534642881,0.668303601,0.801964322,0.2336,0.3672,0.5008,0.298913043,0.432065217,0.565217391
HR,0.610294118,0.682598039,0.754901961,0.880291971,0.940145985,1,0.150172911,0.202226225,0.254279539,0.282786885,0.432377049,0.581967213,0.377963738,0.50162715,0.625290563,0.231995602,0.315008246,0.398020891,0.246542393,0.308177992,0.36981359,0.2048,0.3312,0.4576,0.951086957,0.975543478,1
IT,0.676470588,0.737745098,0.799019608,0.718248175,0.805109489,0.891970803,0.081527378,0.116419308,0.151311239,0.528688525,0.637295082,0.745901639,0.532078103,0.630055788,0.728033473,0.465090709,0.60637713,0.747663551,0.398209394,0.497761743,0.597314091,0.2752,0.4192,0.5632,0.586956522,0.672101449,0.757246377
CY,0.948529412,0.964460784,0.980392157,0.564963504,0.677372263,0.789781022,0.212564841,0.280216138,0.347867435,0.454918033,0.575819672,0.696721311,0.705020921,0.774174802,0.843328684,0.079164376,0.123969214,0.168774052,0.552214873,0.690268591,0.828322309,0.2912,0.4392,0.5872,0.407608696,0.522644928,0.637681159
LV,0.110294118,0.265931373,0.421568627,0.665693431,0.761313869,0.856934307,0.309711816,0.401649856,0.493587896,0.331967213,0.473360656,0.614754098,0.475592748,0.582984658,0.690376569,0.350742166,0.463441451,0.576140737,0.53517739,0.668971738,0.802766085,0.2496,0.3872,0.5248,0.766304348,0.821557971,0.876811594
LT,0.470588235,0.566176471,0.661764706,0.656934307,0.754014599,0.851094891,0.256224784,0.334791066,0.413357349,0.368852459,0.504098361,0.639344262,0.423988842,0.539981404,0.655973966,0.44639912,0.583012644,0.719626168,0.511458542,0.639323178,0.767187813,0,0.0752,0.1504,0.923913043,0.952898551,0.981884058
LU,0.897058824,0.921568627,0.946078431,0.354744526,0.502189781,0.649635036,0.104841499,0.14556196,0.186282421,0.75,0.821721311,0.893442623,0.878661088,0.918874942,0.959088796,0.437603079,0.572017592,0.706432106,0.655441972,0.819302465,0.983162959,0.256,0.3952,0.5344,0.489130435,0.59057971,0.692028986
HU,0.470588235,0.566176471,0.661764706,0.81459854,0.88540146,0.95620438,0.175821326,0.234286744,0.292752161,0.418032787,0.545081967,0.672131148,0.279637378,0.419688517,0.559739656,0.2946674,0.393347993,0.492028587,0.536246409,0.670308011,0.804369613,0.5664,0.7832,1,0.809782609,0.857789855,0.905797101
MT,0.948529412,0.964460784,0.980392157,0,0.206569343,0.413138686,0,0.014510086,0.029020173,0.786885246,0.852459016,0.918032787,0.672942817,0.74744305,0.821943282,0,0.025013744,0.050027488,0,0,0,0.2816,0.4272,0.5728,0.358695652,0.481884058,0.605072464
NL,0.933823529,0.952205882,0.970588235,0.074452555,0.268613139,0.462773723,0.073631124,0.106548991,0.139466859,0.762295082,0.831967213,0.901639344,0.735704324,0.799744305,0.863784286,0.525563496,0.681968114,0.838372732,0.664795884,0.830994855,0.997193826,0.16,0.2752,0.3904,0.211956522,0.359601449,0.507246377
AT,0.823529412,0.860294118,0.897058824,0.38540146,0.527737226,0.670072993,0.155244957,0.208566282,0.261887608,0.602459016,0.698770492,0.795081967,0.69735007,0.767782427,0.838214784,0.539857064,0.699835074,0.859813084,0.666666667,0.833333333,1,0.4352,0.6192,0.8032,0.641304348,0.717391304,0.793478261
PL,0.463235294,0.56004902,0.656862745,0.687591241,0.779562044,0.871532847,0.124582133,0.170237752,0.215893372,0.233606557,0.391393443,0.549180328,0.219665272,0.369711762,0.519758252,0.274876306,0.368609126,0.462341946,0.497360861,0.621701076,0.746041291,0.3168,0.4712,0.6256,0.858695652,0.898550725,0.938405797
