,low,medium,high
C1,3.886419753,4.858024691,5.82962963
C2,12.83851852,16.04814815,19.25777778
C3,677.2311111,846.5388889,1015.846667
C4,4.312098765,5.390123457,6.468148148
C5,660.8790123,826.0987654,991.3185185
C6,30.37185185,37.96481481,45.55777778
C7,60.78696296,75.9837037,91.18044444
C8,13.79703704,17.2462963,20.69555556
C9,8.263703704,10.32962963,12.39555556
