Country,low,medium,high
BE,0.480567251,0.418127847,0.355688443
BG,0.339226316,0.000749756,-0.337726805
CZ,0.600426466,0.341986505,0.083546543
DK,0.467334017,0.617611676,0.767889334
DE,0.45442285,0.396496962,0.338571074
EE,0.57144617,0.73557457,0.89970297
IE,0.517992009,0.643582485,0.769172962
EL,0.571056783,0.299811186,0.02856559
ES,0.485949705,0.421278894,0.356608084
FR,0.628756327,0.540450814,0.452145302
HR,0.580114064,0.295371772,0.01062948
IT,0.525597106,0.273254804,0.020912502
CY,0.430735363,0.572033881,0.713332399
LV,0.611977842,0.5787393,0.545500758
LT,0.558338759,0.511497252,0.464655745
LU,0.491722325,0.426106609,0.360490894
HU,0.516101885,0.216800692,-0.082500501
MT,0.278467913,0.236083245,0.193698576
NL,0.445727956,0.388344483,0.33096101
AT,0.547197415,0.475582382,0.403967349
PL,0.493724037,0.194310482,-0.105103074
PT,0.530113479,0.454258932,0.378404386
RO,0.360908392,0.087156619,-0.186595154
SI,0.613068338,0.355330742,0.097593147
SK,0.526764231,0.262269647,-0.002224937
FI,0.791117835,0.999489445,1.207861055
SE,0.773301362,0.976221232,1.179141103
