,low,medium,high
C1,4.376296296,5.47037037,6.564444444
C2,12.88296296,16.1037037,19.32444444
C3,668.8948148,836.1185185,1003.342222
C4,4.737777778,5.922222222,7.106666667
C5,707.8814815,884.8518519,1061.822222
C6,28.26074074,35.32592593,42.39111111
C7,59.45866667,74.32333333,89.188
C8,14.48888889,18.11111111,21.73333333
C9,9.395555556,11.74444444,14.09333333
