Country,low,medium,high
BE,-0.020758029,0.16208734,0.344932709
BG,0.228524869,0.710060864,1.191596859
CZ,-0.147222786,0.227768685,0.602760156
DK,-0.001869928,0.000120998,0.002111924
DE,-0.007347837,0.17436044,0.356068716
EE,-0.005777627,0.003029771,0.011837169
IE,-0.005200248,0.004398022,0.013996292
EL,-0.104108471,0.287425953,0.678960377
ES,-0.014852599,0.167133119,0.349118837
FR,-0.212995526,0.002083473,0.217162472
HR,-0.111984551,0.293822797,0.699630145
IT,-0.03917035,0.324155189,0.687480728
CY,-0.00063681,0.008471327,0.017579464
LV,-0.148848022,0.045909344,0.240666711
LT,-0.137831822,0.059367032,0.256565885
LU,0.030385229,0.206110264,0.3818353
HU,-0.028346375,0.404741821,0.837830016
MT,0.298207952,0.439252114,0.580296277
NL,0.064102974,0.234265884,0.404428794
AT,-0.113036212,0.083916363,0.280868939
PL,0.008510003,0.436418385,0.864326766
PT,-0.050771539,0.140948414,0.332668367
RO,0.197012592,0.5867941,0.976575609
SI,-0.161583265,0.210790029,0.583163324
SK,-0.039325505,0.3405745,0.720474505
FI,-0.000818271,0.00072505,0.002268371
SE,-0.001321663,0.000305557,0.001932777
