Country,low,medium,high
BE,-0.07769339,0.082595685,0.24288476
BG,0.000907169,0.002888059,0.004868948
CZ,-0.013070208,0.010654181,0.034378569
DK,-0.149239887,0.251127441,0.651494769
DE,-0.1089414,0.058212567,0.225366533
EE,0.144483584,0.584214755,1.023945926
IE,-0.061524322,0.29793984,0.657404002
EL,-0.005179205,0.0051415,0.015462205
ES,-0.044922394,0.099612818,0.24414803
FR,-0.042615753,0.106599424,0.255814602
HR,0.003783183,0.007020181,0.010257179
IT,-0.007725183,0.006465999,0.02065718
CY,-0.247348825,0.136554714,0.520458254
LV,-0.013666935,0.278449229,0.570565392
LT,-0.106553944,0.158676368,0.42390668
LU,0.086177891,0.218599098,0.351020306
HU,-0.006757498,0.008564058,0.023885614
MT,-0.085195923,0.058790104,0.202776131
NL,-0.034612792,0.117225987,0.269064766
AT,-0.068320608,0.093512194,0.255344996
PL,0.000277157,0.004098493,0.007919828
PT,-0.023189961,0.118669785,0.26052953
RO,-0.002185868,0.001796086,0.00577804
SI,-0.152149521,0.013480526,0.179110572
SK,-0.005320547,0.008946529,0.023213605
FI,0.722034469,1.281114198,1.840193926
SE,0.631987925,1.150415633,1.668843342
