,low,medium,high
C1,3.368888889,4.211111111,5.053333333
C2,12.83555556,16.04444444,19.25333333
C3,685.5674074,856.9592593,1028.351111
C4,3.632592593,4.540740741,5.448888889
C5,599.4666667,749.3333333,899.2
C6,31.72148148,39.65185185,47.58222222
C7,61.7037037,77.12962963,92.55555556
C8,10.50074074,13.12592593,15.75111111
C9,7.386666667,9.233333333,11.08
