Country,low,medium,high
BE,0.478739724,0.383451667,0.28816361
BG,0.376965991,0.001127167,-0.374711658
CZ,0.614320825,0.323691279,0.033061734
DK,0.444529644,0.597189095,0.749848545
DE,0.46889474,0.374066557,0.279238374
EE,0.558272589,0.723986085,0.88969958
IE,0.480068289,0.611504503,0.742940716
EL,0.628708259,0.303597307,-0.021513645
ES,0.491395486,0.38146229,0.271529095
FR,0.662016531,0.529656639,0.397296748
HR,0.618422556,0.282771688,-0.052879179
IT,0.537401427,0.255689661,-0.026022105
CY,0.40218473,0.54443503,0.686685331
LV,0.565110217,0.528906799,0.492703381
LT,0.508167348,0.45421322,0.400259092
LU,0.531886352,0.425322945,0.318759537
HU,0.628261844,0.282341162,-0.06357952
MT,0.205664898,0.134673801,0.063682703
NL,0.411449264,0.322178035,0.232906805
AT,0.584918966,0.472978658,0.361038351
PL,0.496789467,0.148890384,-0.199008699
PT,0.567042909,0.446155088,0.325267267
RO,0.417222522,0.084280175,-0.248662173
SI,0.480913177,0.376638018,0.272362859
SK,0.606237638,0.3019911,-0.002255439
FI,0.783117722,0.999967445,1.216817167
SE,0.753269609,0.945985196,1.138700783
