Country,low,medium,high
BE,-0.060645171,0.064471758,0.189588688
BG,0.00070811,0.002254334,0.003800558
CZ,-0.010202219,0.00831634,0.026834898
DK,-0.116492259,0.196022682,0.508537623
DE,-0.085036447,0.045439015,0.175914476
EE,0.112779629,0.456020826,0.799262023
IE,-0.048024073,0.232563061,0.513150196
EL,-0.004042735,0.004013304,0.012069342
ES,-0.035065097,0.077754831,0.190574759
FR,-0.033264601,0.08320837,0.199681342
HR,0.002953041,0.005479746,0.008006451
IT,-0.00603005,0.005047168,0.016124386
CY,-0.193073206,0.106590587,0.40625438
LV,-0.010668007,0.217349264,0.445366536
LT,-0.08317287,0.123858098,0.330889066
LU,0.067267923,0.170632016,0.273996109
HU,-0.005274704,0.006684851,0.018644406
MT,-0.066501428,0.045889823,0.158281074
NL,-0.027017726,0.091503152,0.21002403
AT,-0.053329054,0.072992864,0.199314781
PL,0.000216341,0.003199163,0.006181984
PT,-0.0181014,0.092630138,0.203361676
RO,-0.001706224,0.001401972,0.004510168
SI,-0.118763433,0.010522501,0.139808435
SK,-0.004153062,0.006983397,0.018119856
FI,0.563598835,1,1.436401165
SE,0.493311155,0.897980551,1.302649947
