Country,C1 low,C1 medium,C1 high,C2 low,C2 medium,C2 high,C3 low,C3 medium,C3 high,C4 low,C4 medium,C4 high,C5 low,C5 medium,C5 high,C6 low,C6 medium,C6 high,C7 low,C7 medium,C7 high,C8 low,C8 medium,C8 high,C9 low,C9 medium,C9 high
BE,0.003267006,0.003371369,0.003475732,0.004093937,0.004700911,0.005307885,0.061649476,0.085185507,0.108721538,0.00103739,0.001214405,0.00139142,0.264960056,0.291650172,0.318340287,0.007290592,0.009574392,0.011858192,0.012538302,0.015938975,0.019339648,0.001212706,0.001744249,0.002275793,0.002469289,0.003004797,0.003540305
BG,0.001551828,0.001942054,0.002332279,0.005525559,0.00589393,0.0062623,0.068087095,0.09323253,0.118377966,0.000444596,0.00072041,0.000996224,0,0.070850125,0.14170025,0.004233814,0.005753419,0.007273024,0.009522535,0.012169265,0.014815996,0.000724474,0.001133959,0.001543444,0,0.000947056,0.001894113
CZ,0.003348681,0.003439431,0.003530182,0.004395331,0.004952073,0.005508815,0.069861877,0.095451008,0.121040139,0.000913891,0.001111489,0.001309087,0.188992488,0.228343865,0.267695242,0.006131124,0.008125057,0.01011899,0.012509007,0.015902356,0.019295705,0.001968679,0.002689215,0.003409752,0.00386756,0.004170024,0.004472487
DK,0.003130881,0.003257931,0.003384981,0.003164638,0.003926496,0.004688353,0.137529478,0.180035509,0.22254154,0.001432586,0.001543735,0.001654884,0.284812208,0.308193632,0.331575056,0.006060854,0.008037219,0.010013584,0.01483634,0.018811522,0.022786704,0.001086711,0.001586755,0.002086799,0.003510555,0.003872519,0.004234483
DE,0.003566482,0.003620932,0.003675382,0.002310688,0.003214871,0.004119053,0.062165776,0.085830882,0.109495988,0.001284388,0.001420236,0.001556085,0.246166686,0.27598903,0.305811374,0.010154126,0.013153809,0.016153492,0.014554782,0.018459574,0.022364367,0.000850469,0.001291453,0.001732437,0.003242801,0.00364939,0.00405598
EE,0.003321456,0.003416744,0.003512032,0.005726488,0.006061371,0.006396253,0.20700413,0.266878824,0.326753518,0.00101269,0.001193822,0.001374953,0.313134612,0.331795635,0.350456658,0.003232455,0.004501721,0.005770987,0.012443907,0.015820981,0.019198055,0.000913467,0.0013702,0.001826934,0.004046063,0.004318776,0.004591488
IE,0.003512032,0.003575557,0.003639082,0.005148816,0.005579977,0.006011138,0.124444494,0.163679279,0.202914064,0.001383187,0.001502569,0.001621951,0.339868843,0.354074161,0.368279479,0.00525274,0.007027077,0.008801413,0.00900336,0.011520298,0.014037235,0.001228456,0.001763936,0.002299417,0.002320536,0.002880837,0.003441137
EL,0.002314129,0.002577305,0.00284048,0.002687431,0.003528823,0.004370215,0.082091739,0.110738336,0.139384932,0.000740993,0.000967407,0.001193822,0.160140693,0.204300703,0.248460712,0.001844608,0.002766911,0.003689215,0.014266713,0.018099488,0.021932264,0.00111821,0.001626129,0.002134048,0.000297505,0.001194977,0.002092449
ES,0.002967531,0.003121806,0.003276081,0.00223534,0.00315208,0.004068821,0.060681413,0.083975428,0.107269443,0.001383187,0.001502569,0.001621951,0.276606652,0.301355668,0.326104685,0.004550032,0.006148692,0.007747352,0.013033064,0.016557427,0.02008179,0.000661476,0.001055212,0.001448948,0.001487523,0.002186659,0.002885795
FR,0.00285863,0.003031056,0.003203481,0.002536734,0.003403242,0.00426975,0.103857021,0.137944938,0.172032855,0.001185588,0.001337904,0.001490219,0.281106473,0.305105519,0.329104565,0.005586526,0.007444309,0.009302093,0.011931243,0.015180151,0.018429058,0.001133959,0.001645815,0.002157672,0.000416507,0.001294145,0.002171784
HR,0.002504705,0.002736118,0.002967531,0.005701372,0.006040441,0.006379509,0.084076268,0.113218997,0.142361726,0.000642194,0.000885075,0.001127956,0.143464886,0.190404196,0.237343507,0.003337861,0.004633479,0.005929096,0.004941107,0.00644248,0.007943854,0.00083472,0.001271766,0.001708813,0.004968328,0.00508733,0.005206331
IT,0.002232454,0.002509242,0.00278603,0.004144169,0.004742771,0.005341374,0.045644169,0.065178872,0.084713576,0.001111489,0.001276154,0.001440819,0.20196256,0.239152259,0.276341957,0.007185186,0.009442634,0.011700082,0.008635544,0.011060527,0.01348551,0.001307203,0.00186237,0.002417538,0.0031833,0.003599806,0.004016313
CY,0.003457581,0.003530182,0.003602782,0.004219518,0.004805562,0.005391606,0.119007207,0.15688267,0.194758133,0.000765693,0.00098799,0.001210288,0.26760701,0.293855967,0.320104923,0.001036494,0.001756769,0.002477044,0.012386944,0.015749777,0.019112611,0.001039462,0.001527695,0.002015927,0.00258829,0.003103965,0.00361964
LV,0.000762301,0.001284115,0.001805928,0.00459626,0.005119514,0.005642768,0.173396211,0.224868925,0.276341639,0.000296397,0.000596911,0.000897425,0.180522236,0.221285322,0.262048407,0.005112198,0.0068514,0.008590601,0.012022383,0.015294076,0.018565769,0.001023713,0.001508008,0.001992303,0.004105564,0.00436836,0.004631156
