Country,AS crisp
BE,0.38322433
BG,0.001081717
CZ,0.320445033
DK,0.597539826
DE,0.370981257
EE,0.724486783
IE,0.612044081
EL,0.304854075
ES,0.386841968
FR,0.532629309
HR,0.281938995
IT,0.256738823
CY,0.543906323
LV,0.528204533
LT,0.453555486
LU,0.424840234
HU,0.28334119
MT,0.131981398
NL,0.322594887
AT,0.471004195
PL,0.147857043
PT,0.447610752
RO,0.081734022
SI,0.376698563
SK,0.300916993
FI,0.99959632
SE,0.947651318
