,low,medium,high
C1,3.463703704,4.32962963,5.195555556
C2,12.65481481,15.81851852,18.98222222
C3,685.5674074,856.9592593,1028.351111
C4,4.207407407,5.259259259,6.311111111
C5,599.4666667,749.3333333,899.2
C6,31.6562963,39.57037037,47.48444444
C7,61.36503704,76.7062963,92.04755556
C8,14.42074074,18.02592593,21.63111111
C9,7.819259259,9.774074074,11.72888889
