Country,low,medium,high
BE,1.022046388,0.700939746,0.379833103
BG,0.753867936,0,-0.753867936
CZ,1.24429663,0.635000116,0.025703602
DK,1.004586299,0.996850181,0.989114064
DE,1.022112267,0.697523163,0.37293406
EE,1.003606212,0.994036655,0.984467098
IE,1.015755061,0.990720101,0.965685141
EL,1.262955191,0.605381461,-0.052192269
ES,1.021255494,0.694037928,0.366820362
FR,1.361126545,0.981541723,0.6019569
HR,1.233565441,0.558731921,-0.116101599
IT,1.087105785,0.508321673,-0.07046244
CY,0.994125983,0.981325897,0.968525811
LV,1.129858136,0.83951635,0.549174563
LT,1.098361027,0.781660057,0.464959086
LU,0.998956894,0.680059972,0.361163049
HU,1.26451071,0.560352453,-0.143805804
MT,0.471785793,0.218401743,-0.034982307
NL,0.850085775,0.553171275,0.256256776
AT,1.221339033,0.871152343,0.520965654
PL,0.988349789,0.292356774,-0.403636242
PT,1.155460371,0.802586106,0.449711841
RO,0.831933713,0.162793708,-0.506346297
SI,1.082114554,0.743492438,0.404870321
SK,1.226584902,0.596331959,-0.033920984
FI,1.002053802,0.999192639,0.996331476
SE,1.004680514,0.99653612,0.988391727
