Country,low,medium,high
BE,-0.013290997,0.18029298,0.373876958
BG,0.148384423,0.602865067,1.05734571
CZ,-0.147277904,0.220045679,0.587369263
DK,-0.002764919,0.001898916,0.00656275
DE,-0.013330713,0.182352718,0.37803615
EE,-0.002174059,0.003595092,0.009364244
IE,-0.009498176,0.005594527,0.02068723
EL,-0.158526499,0.237901732,0.634329963
ES,-0.012814195,0.184453845,0.381721885
FR,-0.217710579,0.011127851,0.23996628
HR,-0.140808445,0.26602511,0.672858665
IT,-0.052513035,0.296415688,0.64534441
CY,0.003541239,0.011257964,0.018974689
LV,-0.078286934,0.096749987,0.271786907
LT,-0.059298427,0.131629525,0.322557476
LU,0.000628852,0.192880667,0.385132481
HU,-0.159464267,0.265048148,0.689560563
MT,0.318441893,0.471198285,0.623954678
NL,0.090378049,0.269377429,0.448376809
AT,-0.133437571,0.077677751,0.288793073
PL,0.007023505,0.426613381,0.846203257
PT,-0.093721627,0.11901394,0.331749508
RO,0.101321293,0.504722427,0.908123561
SI,-0.049503996,0.154639449,0.358782894
SK,-0.136600122,0.243357361,0.623314843
FI,-0.001238165,0.00048673,0.002211625
SE,-0.002821718,0.002088252,0.006998222
