Country,low,medium,high
BE,-0.057696306,0.065508915,0.188714135
BG,0.000617529,0.002163435,0.00370934
CZ,-0.007805965,0.00588995,0.019585866
DK,-0.114558397,0.198229472,0.51101734
DE,-0.084851477,0.04443935,0.173730176
EE,0.110293974,0.45493691,0.799579846
IE,-0.043061015,0.233368061,0.509797137
EL,-0.004127306,0.00432669,0.012780686
ES,-0.035121687,0.079646008,0.194413703
FR,-0.032787736,0.083716896,0.200221528
HR,0.002669252,0.005146069,0.007622887
IT,-0.003896356,0.005155973,0.014208303
CY,-0.194479245,0.106486749,0.407452742
LV,-0.016180632,0.216892716,0.449966065
LT,-0.081317234,0.125450916,0.332219066
LU,0.067432984,0.169620496,0.271808009
HU,-0.005988423,0.006329928,0.018648278
MT,-0.066911508,0.045561053,0.158033613
NL,-0.026851651,0.092018499,0.210888649
AT,-0.055782691,0.070856047,0.197494784
PL,-0.000999945,0.003357312,0.007714568
PT,-0.018235415,0.092635398,0.20350621
RO,-0.002382934,0.000674336,0.003731607
SI,-0.119344909,0.009904687,0.139154284
SK,-0.000846383,0.005502028,0.011850438
FI,0.564113091,1,1.435886909
SE,0.488758308,0.898766515,1.308774723
